,Unnamed: 0,date,likes,replies,retweets,source,tweet,sentiment,ai_reply,reply_sentiment
2251,2251,2015-07-03 19:36:59+00:00,61,9,35,Instagram,wildlifeshit slimeshit photo by imnevg ,"[{'label': 'negative', 'score': 0.7391083240509033}]","I'm not sure if you're serious, but I'm pretty sure that's a picture of a guy.","[{'label': 'neutral', 'score': 0.5045708417892456}]"
2252,2252,2015-07-03 18:57:34+00:00,481,58,622,Twitter for iPhone,me and my slime londonondatrack will realease again tomorrow slimeseason otw sorry 4 the wait,"[{'label': 'neutral', 'score': 0.5110406279563904}]",I'm down for this.,"[{'label': 'positive', 'score': 0.9558495283126831}]"
2253,2253,2015-07-02 23:48:08+00:00,448,159,308,Twitter for iPhone,i got good news and bad news which 1 yall want first,"[{'label': 'neutral', 'score': 0.6340286135673523}]",I want the bad news,"[{'label': 'negative', 'score': 0.7356282472610474}]"
2254,2254,2015-07-02 22:54:11+00:00,75,13,48,Instagram,go listen to me and my bro yogottikom single right now ,"[{'label': 'neutral', 'score': 0.5448300242424011}]",I'm listening to it right now.,"[{'label': 'neutral', 'score': 0.6030634641647339}]"
2255,2255,2015-07-01 00:24:08+00:00,46,2,24,Instagram,dedication  all djs i love u all frfr video by youngthug ,"[{'label': 'positive', 'score': 0.9781771898269653}]",I love you too,"[{'label': 'positive', 'score': 0.9302622079849243}]"
2256,2256,2015-06-30 16:16:03+00:00,84,6,55,Instagram,otw video by youngthug ,"[{'label': 'neutral', 'score': 0.8619354963302612}]","I'm not sure if you're serious or not, but I'm pretty sure that's not him.","[{'label': 'negative', 'score': 0.5320475101470947}]"
2257,2257,2015-06-30 16:04:00+00:00,61,7,26,Instagram,everybody say slatt video by youngthug ,"[{'label': 'neutral', 'score': 0.8492012023925781}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
2258,2258,2015-06-29 22:42:13+00:00,559,47,805,Twitter for iPhone,slimeseason,"[{'label': 'neutral', 'score': 0.673700749874115}]",Slimeseason,"[{'label': 'neutral', 'score': 0.5624927282333374}]"
2259,2259,2015-06-29 19:19:11+00:00,55,3,26,Instagram,fathers day gift from sheen my big sister ... photo by youngthug ,"[{'label': 'positive', 'score': 0.9508408308029175}]",I'm sorry for your loss.,"[{'label': 'negative', 'score': 0.7973529100418091}]"
2260,2260,2015-06-29 05:17:04+00:00,52,8,16,Instagram,thefounder follow her now ,"[{'label': 'positive', 'score': 0.9021875262260437}]","I followed her on twitter, she's a good friend of mine.","[{'label': 'positive', 'score': 0.9478355646133423}]"
2261,2261,2015-06-28 17:06:10+00:00,54,3,32,Instagram,when u finally notice u havin your wavyyyway sosamann ,"[{'label': 'positive', 'score': 0.8780453205108643}]",I'm not sure if I should be proud or ashamed that I got that reference.,"[{'label': 'negative', 'score': 0.7264100313186646}]"
2262,2262,2015-06-28 16:41:30+00:00,43,5,23,Instagram,cap aint nan  video by iammajorflav ,"[{'label': 'neutral', 'score': 0.7006164193153381}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
2263,2263,2015-06-27 20:20:54+00:00,56,7,29,Instagram,us nevgilted thank u so much  photo by imnevg ,"[{'label': 'positive', 'score': 0.9812482595443726}]",You're welcome! I'm glad you liked it!,"[{'label': 'positive', 'score': 0.9768335819244385}]"
2264,2264,2015-06-27 15:42:10+00:00,86,23,44,Instagram,  all my ysl apes comment with apes hurry  vidro by youngthug apelife ,"[{'label': 'neutral', 'score': 0.6468332409858704}]","I'm not sure if you're serious or not, but I'm pretty sure that's a reference to the song'All My YSL'by Young Thug.","[{'label': 'neutral', 'score': 0.80291748046875}]"
2265,2265,2015-06-27 13:52:27+00:00,61,10,37,Instagram,tip new shit project steps live on worldstarhiphop right now video by troubleman31 ,"[{'label': 'neutral', 'score': 0.6477076411247253}]","I'm not sure if you're serious or not, but I'm pretty sure that's not a real thing.","[{'label': 'negative', 'score': 0.7684581279754639}]"
2266,2266,2015-06-27 02:07:31+00:00,49,5,22,Instagram,follow this young lady  video by tokyoxvanity ,"[{'label': 'positive', 'score': 0.5350409746170044}]","I'm not sure if you're serious or not, but I'm going to follow you.","[{'label': 'neutral', 'score': 0.6422598361968994}]"
2267,2267,2015-06-26 20:33:18+00:00,392,28,308,Twitter for iPhone,we have not released anything from slimeseason  thugger,"[{'label': 'neutral', 'score': 0.4992462992668152}]",I'm not sure what you're talking about.,"[{'label': 'negative', 'score': 0.6050615906715393}]"
2268,2268,2015-06-26 19:48:30+00:00,57,8,42,Instagram,fleet video by youngthug ,"[{'label': 'neutral', 'score': 0.9202683568000793}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
2269,2269,2015-06-26 18:21:17+00:00,99,6,83,Instagram,meekmill tf u at pull up on me slime video by youngthug everybody at this mfer ,"[{'label': 'negative', 'score': 0.7049703598022461}]","I'm not sure if you're serious or not, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.6291768550872803}]"
2270,2270,2015-06-26 16:58:12+00:00,98,11,67,Twitter for iPhone,download this app now for slimeseason july4th ,"[{'label': 'neutral', 'score': 0.7646227478981018}]","I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure.","[{'label': 'negative', 'score': 0.6787316203117371}]"
2271,2271,2015-06-25 20:44:53+00:00,238,31,238,Twitter for iPhone,slimeseason is amazing july4th my slime londonondatrack incredible genius you guys going to love it,"[{'label': 'positive', 'score': 0.98940509557724}]",I'm going to be there!,"[{'label': 'positive', 'score': 0.8174845576286316}]"
2272,2272,2015-06-25 18:32:46+00:00,54,4,32,Instagram,thanks again rollingout mag me and my baby missjerrika r very appreciative photo by dewaynephoto ,"[{'label': 'positive', 'score': 0.9883577227592468}]",You're welcome! I'm glad you liked it!,"[{'label': 'positive', 'score': 0.9768335819244385}]"
2273,2273,2015-06-25 16:20:26+00:00,21,3,10,Instagram,rollingout did so good with me and missjerrika my wife photo by dewaynerodgers ,"[{'label': 'positive', 'score': 0.9813278317451477}]",I'm so glad you got it!,"[{'label': 'positive', 'score': 0.986336886882782}]"
2274,2274,2015-06-25 06:37:12+00:00,23,2,5,Instagram,troubledte video by youngthug ,"[{'label': 'neutral', 'score': 0.9031326770782471}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
2275,2275,2015-06-25 04:26:32+00:00,68,8,72,Instagram,bestfriend otw video by youngthug ,"[{'label': 'positive', 'score': 0.8287633061408997}]","I'm not sure if you're serious or not, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.6291768550872803}]"
2276,2276,2015-06-25 03:52:18+00:00,55,6,47,Instagram,thief in the night ft. troubledte video by youngthug ,"[{'label': 'neutral', 'score': 0.907429039478302}]","I'm not sure if you're serious, but I'm pretty sure that's not it.","[{'label': 'negative', 'score': 0.7723652720451355}]"
2277,2277,2015-06-24 21:08:45+00:00,707,39,918,Twitter for iPhone,slime season ,"[{'label': 'neutral', 'score': 0.6873772740364075}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
2278,2278,2015-06-24 18:11:26+00:00,95,3,44,Twitter for iPhone,look at this please teamysl complex ,"[{'label': 'neutral', 'score': 0.6690587401390076}]","I'm not sure if you're serious or not, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.6291768550872803}]"
2279,2279,2015-06-24 17:35:21+00:00,64,9,59,Instagram,londonondatrack lets get it baby videoby heybeelbe ,"[{'label': 'positive', 'score': 0.9017698764801025}]",I'm in,"[{'label': 'neutral', 'score': 0.5031018257141113}]"
2280,2280,2015-06-24 17:13:03+00:00,43,8,49,Instagram,july4th be ready  video by heybeelbe ,"[{'label': 'positive', 'score': 0.6923013925552368}]",I'm ready,"[{'label': 'positive', 'score': 0.6033333539962769}]"
2281,2281,2015-06-24 16:45:18+00:00,59,5,31,Instagram,i think she want me go listen to thatphoto by dejloaf ,"[{'label': 'positive', 'score': 0.8514806032180786}]",I think she want me to go listen to thatphoto by dejloaf ,"[{'label': 'neutral', 'score': 0.8586277961730957}]"
2282,2282,2015-06-23 16:08:34+00:00,108,15,114,Instagram,july 4th lets get it video by londonondatrack ,"[{'label': 'positive', 'score': 0.8012662529945374}]",I'm going to be there!,"[{'label': 'positive', 'score': 0.8174845576286316}]"
2283,2283,2015-06-23 14:25:37+00:00,121,14,76,Twitter for iPhone,download the londonondatrack app to get slimeseason ,"[{'label': 'neutral', 'score': 0.8492798209190369}]","I have it, but I'm not sure if it's the same as the one I linked.","[{'label': 'neutral', 'score': 0.8392637372016907}]"
2284,2284,2015-06-22 19:57:10+00:00,63,9,25,Instagram, bloody brada.... i want one too  please ,"[{'label': 'positive', 'score': 0.9688915610313416}]",I'll send you a PM!,"[{'label': 'neutral', 'score': 0.6483947038650513}]"
2285,2285,2015-06-22 02:19:45+00:00,115,13,104,Instagram,the tape otw  whos ready photo by heybeelbe ,"[{'label': 'positive', 'score': 0.6159828901290894}]",I'm ready,"[{'label': 'positive', 'score': 0.6033333539962769}]"
2286,2286,2015-06-21 23:27:58+00:00,107,11,112,Instagram,louisfarrakhan got my life right now video by mpaduke ,"[{'label': 'positive', 'score': 0.6199733018875122}]",I'm glad you liked it!,"[{'label': 'positive', 'score': 0.9745798110961914}]"
2287,2287,2015-06-21 22:04:25+00:00,64,12,49,Instagram,him  ya im with em right now freeroscoe freethegoat photo by youngthug ,"[{'label': 'positive', 'score': 0.9649609327316284}]","I'm not sure if you're serious or not, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.6291768550872803}]"
2288,2288,2015-06-21 02:42:35+00:00,51,6,34,Instagram, comeon im here video by youngthug ,"[{'label': 'neutral', 'score': 0.5229268670082092}]",I'm here too,"[{'label': 'neutral', 'score': 0.6715002655982971}]"
2289,2289,2015-06-20 19:45:56+00:00,49,7,32,Instagram,favorite song right now tohard photo by troubledte ,"[{'label': 'positive', 'score': 0.9110658764839172}]",I love that song!,"[{'label': 'positive', 'score': 0.9817041754722595}]"
2290,2290,2015-06-19 16:32:06+00:00,113,14,232,Twitter for iPhone,tonight mansionelan ill be live in the building meet me there please plus everyone is free teamysl ,"[{'label': 'positive', 'score': 0.8029682040214539}]",I'm in the building.,"[{'label': 'neutral', 'score': 0.824712336063385}]"
2291,2291,2015-06-18 21:00:13+00:00,47,11,26,Instagram,thinkin bout missjerrika  hurry with your hair  goosssshhhh photo by heybeelbe ,"[{'label': 'neutral', 'score': 0.3995092213153839}]",I'm not sure if I should upvote or downvote you.,"[{'label': 'negative', 'score': 0.6592483520507812}]"
2292,2292,2015-06-18 15:05:57+00:00,202,20,81,Twitter for iPhone,this saturday were shutting down san padre island beach party meet me there. get tickets  ,"[{'label': 'neutral', 'score': 0.803068220615387}]",I'm down,"[{'label': 'neutral', 'score': 0.6064284443855286}]"
2293,2293,2015-06-18 14:53:02+00:00,254,24,113,Twitter for iPhone,ill be performing live w rlgrime summerstage in central park ny sept 17th... be there udigg teamysl ,"[{'label': 'neutral', 'score': 0.502694308757782}]",I'm going to be there too!,"[{'label': 'positive', 'score': 0.7955288290977478}]"
2294,2294,2015-06-18 01:51:31+00:00,49,12,18,Instagram, hes strong  god & slimes will  bless u 4life caption his name now ,"[{'label': 'positive', 'score': 0.9804568290710449}]","I'm not sure if you're serious or not, but I'm pretty sure that's a reference to the movie The Big Lebowski.","[{'label': 'neutral', 'score': 0.6826139688491821}]"
2295,2295,2015-06-17 00:33:17+00:00,86,9,48,Twitter for iPhone,please go listen to yakgotti new single   ,"[{'label': 'positive', 'score': 0.5352349877357483}]",I'm listening to it right now.,"[{'label': 'neutral', 'score': 0.6030634641647339}]"
2296,2296,2015-06-16 21:17:51+00:00,66,2,43,Instagram,happy bday dad  photo by chrisbrownofficial ,"[{'label': 'positive', 'score': 0.979697048664093}]","Thanks, I didn't even know it was my bday.","[{'label': 'positive', 'score': 0.9336190223693848}]"
2297,2297,2015-06-16 20:17:59+00:00,49,4,21,Instagram,freethegoat freeroscoe till he peeweeakaroscoe free video by youngthug ,"[{'label': 'neutral', 'score': 0.6815110445022583}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
2298,2298,2015-06-16 02:08:41+00:00,55,6,31,Instagram,uma drop this when they freeroscoethegoat video by youngthug ,"[{'label': 'neutral', 'score': 0.9005399346351624}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
2299,2299,2015-06-16 01:13:50+00:00,48,6,20,Instagram,freeroscoe freethegoat video by youngthug ,"[{'label': 'neutral', 'score': 0.8890087008476257}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
2300,2300,2015-06-16 00:13:49+00:00,44,4,17,Instagram,freeroscoe freethegoat till he free peeweeakaroscoe ,"[{'label': 'negative', 'score': 0.5302407145500183}]",I'm not sure if I should upvote or downvote you.,"[{'label': 'negative', 'score': 0.6592483520507812}]"
2301,2301,2015-06-15 18:14:48+00:00,52,3,16,Instagram," everybody caption a goat, and the videos r in the makin,.. so make sure u tag me in them so ","[{'label': 'neutral', 'score': 0.7235345840454102}]",I'm tagging you in them.,"[{'label': 'neutral', 'score': 0.861228346824646}]"
2302,2302,2015-06-15 17:25:19+00:00,54,7,26,Instagram,freeroscoe freethegoat  peeweeakaroscoe video by youngthug ,"[{'label': 'neutral', 'score': 0.7876964211463928}]","I'm not sure if you're serious, but I'm pretty sure that's a reference to the song Freero's Ghost by the Beatles.","[{'label': 'neutral', 'score': 0.7765552997589111}]"
2303,2303,2015-06-14 21:05:55+00:00,44,10,19,Instagram,art  photo by missjerrika ,"[{'label': 'positive', 'score': 0.7681478261947632}]","I'm not sure if you're serious, but I'm pretty sure that's a picture of a dog.","[{'label': 'negative', 'score': 0.5464538335800171}]"
2304,2304,2015-06-14 03:30:00+00:00,59,9,17,Instagram,come out tonight with me and mpaduke please photo by mpaduke ,"[{'label': 'positive', 'score': 0.9123097658157349}]",I'll be there!,"[{'label': 'positive', 'score': 0.804259181022644}]"
2305,2305,2015-06-14 00:15:43+00:00,54,5,33,Instagram,freeroscoe till he free ,"[{'label': 'neutral', 'score': 0.544682502746582}]","I'm not sure if you're serious, but I'm pretty sure that's a reference to the movie The Fly.","[{'label': 'neutral', 'score': 0.7056775689125061}]"
2306,2306,2015-06-13 15:35:26+00:00,53,11,26,Instagram,starts now video by youngthug freeroscoe  ,"[{'label': 'neutral', 'score': 0.5946125984191895}]","I'm not sure if you're serious or not, but I'm pretty sure that's not a real person.","[{'label': 'negative', 'score': 0.8534347414970398}]"
2307,2307,2015-06-12 22:02:59+00:00,129,14,123,Instagram,freeguwop i love and miss u dearly gucci1017 video by heybeelbe & thecamkirk follow them ,"[{'label': 'positive', 'score': 0.9571860432624817}]",I miss u too,"[{'label': 'neutral', 'score': 0.4903954267501831}]"
2308,2308,2015-06-12 20:14:02+00:00,77,5,40,Instagram,life ft. mpaduke & monterebel video by missjerrika ,"[{'label': 'neutral', 'score': 0.5040076971054077}]",I love that video!,"[{'label': 'positive', 'score': 0.9800739884376526}]"
2309,2309,2015-06-11 18:20:33+00:00,53,6,26,Instagram,goddessdora & missjerrika favorite pic of theres ... photo by youngthug ,"[{'label': 'positive', 'score': 0.8673151731491089}]","I'm not sure if you're being serious or not, but I'm pretty sure that's a picture of a dog.","[{'label': 'neutral', 'score': 0.49131712317466736}]"
2310,2310,2015-06-10 17:15:50+00:00,52,16,25,Instagram,mines 4eva photo by msjerrikakarlae ,"[{'label': 'neutral', 'score': 0.6561235189437866}]","I'm not sure if you're serious, but I'm going to upvote you anyway.","[{'label': 'negative', 'score': 0.5043593645095825}]"
